,Questions,Correct,A,B,C,D
459,"In the 21st century, pirates still roam the seas and account for billions of dollars in loss each year.
",True,False,True,,
460,"In the past, pirates with a commission or letter of Marque to legally attack enemy ships were called freebooters.
",False,True,False,,
461,"Pirates who operated out of the West Indies were known as Buccaneers.
",True,False,True,,
462,"The famed piracy in the Caribbean started around the first half of 1500s.
",False,False,True,,
463,"Two of the hotbeds for pirate activity were the islands of Tortuga and Port Royal.
",True,True,False,,
464,"Pirate society was run as a democracy in which votes were taken.
",True,False,True,,
465,"Black Bart was the most successful pirate in the Golden Age of Piracy.
",True,False,True,,
466,"There were women pirates.
",True,False,True,,
467,"Pirate Blackbeard had the longest reign of terror among pirates.
",False,False,True,,
468,"The pirate term cackle fruit referred to bananas.
",False,False,True,,
469,"He was a salesman of tea, coffee, and sugar.  Later, in 1876  he invented the gas motor engine.
",Nicolaus August Otto,John Ott,Samuel OReilly,Nicolaus August Otto,Ellen Ochoa
470,"This Canadian doctor is widely credited for the invention of the first gas mask, in response to German use of poison gas during World War I.
",Cluny MacPherson,Charles Macintosh,Kokichi Mikimoto,Cluny MacPherson,Akhil Madhani
471,"This woman invented a method for cleaning and curing the Indian corn crops.
",Sybilla Masters,Elisha Graves Otis,Elaine Jameson,Anna Keichline,Sybilla Masters
472,"Among his many inventions were eyeglasses for near and far-sightedness.
",Johannes Kepler,Mary Kies,Johannes Kepler,Charles Franklin Kettering,Gabriele Knecht
473,"He invented the air conditioner in 1902.
",Willis Haviland Carrier,Orville Wright,Willis Haviland Carrier,Charles Martin Hall,Charles Proteus Steinmetz
474,"This tea and coffee shop merchant from New York is the inventor of tea bags. He started sending samples of tea in small silk bags, but people preferred to dip the tea in the hot water along with the bag.
",Thomas Sullivan,Thomas Sullivan,Roy Plunkett,Samuel Morse,Erna Hoover
475,"He invented the first medical thermometer.
",Sir Thomas Allbutt,Lord William Thomson Kelvin,Daniel Gabriel Fahrenheit,Sir Thomas Allbutt,Anders Celsius
476,"This pharmacist was the inventor of Coca Cola.
",Doctor John Pemberton,James Russell,Frank Robinson,Doctor John Pemberton,Viktor Schauberger
477,"This man invented the compact disc in 1965.
",James Russell,Seymour Cray,Percy Lavon Julian,James Russell,Sir James Dewar
478,"This Hungarian journalist invented and patented the ball point pen.
",Laszlo Biro,Laszlo Biro,James Naismith,Stephen Poplawski,Leo Hendrik Baekeland
479,"Who was U.S. President during the terrorist attacks of September 11th, 2001?
",George Walker Bush,Gerald  Rudolph Ford,George Walker Bush,Ronald Wilson Reagan,James Earl (Jimmy) Carter
480,"What U.S. President annexed Texas in 1845?
",John Tyler,Zachary Taylor,William Henry Harrison,Millard Fillmore,John Tyler
481,"Who was President during the Iran hostage crisis (1979)?
",James Earl (Jimmy) Carter,James Earl (Jimmy) Carter,Richard Milhous Nixon,William Jefferson Clinton,George Herbert Walker Bush
482,"What U.S. President faced impeachment in 1868 for steadfastly opposing Radicals in Congress?
",Andrew Johnson,Ulysses Simpson Grant,James Abram Garfield,James Buchanan,Andrew Johnson
483,"What Chief Executive was a Presidents grandson?
",Benjamin Harrison,Chester Alan Arthur,Benjamin Harrison,Franklin Pierce,Dwight David Eisenhower
484,"Who was U.S. President during the fall of the Berlin Wall, and witnessed the end of the Cold War?
",George Herbert Walker Bush,William Jefferson Clinton,George Herbert Walker Bush,Richard Milhous Nixon,Gerald Rudolph Ford
485,"What name did Christopher Columbus give to Cuba, when he landed there on April 30, 1494?
",Juana,Isabella,Juana,Hispaniola,Mary
486,"In 1492, Christopher Columbus set sail on his first voyage in search of the Indies with which three ships?
","Santa Maria, Pinta and NiÃ±a","Santa Maria, Pinta and NiÃ±a","Navidad, Isabella and NiÃ±a","Santa Maria, Navidad and Pinta","Isabella, Castilla and NiÃ±a"
487,"On his fourth voyage, Christopher Columbus was accompanied by which members of his family, called Bartolomeo and Fernando?
",His brother and his son,His brother and his son,His uncle and his brother,His two brothers,His two sons
488,"According to the contract between Columbus and the Spanish monarchs, what would happen if he discovered new mainland?
",Columbus would be proclaimed Admiral of the Ocean Sea.,Columbus would be proclaimed Admiral of the Ocean Sea.,Columbus would marry the heir to the Spanish throne.,Columbus would have the sole right to sell slaves from the new lands.,Columbus would be appointed Governor of Andalusia.
489,"Which previously-unknown plant was brought to Europe by Christopher Columbus in 1493?
",Tobacco,Tobacco,Ginger,Black pepper,Cloves
490,"Where did Christopher Columbus die on May 20, 1506?
","Valladolid, Spain","Valladolid, Spain","Genua, Italy","Santo Domingo, the Dominican Republic","St. Anns Bay, Jamaica"
491,"How was Christopher Columbus corpse treated immediately after his death?
",The flesh was removed from the bones.,The head was removed from the body.,It was burned.,It was embalmed and dehydrated.,The flesh was removed from the bones.
492,"In 2002, Venezuelan President Hugo ChÃ¡vez changed the name of Columbus Day with what new name of the holiday?
",The Day of Indigenous Resistance,The Day of Spain,The Day of the New World,The Day of Indigenous Resistance,The Discoverers Day
493,"Columbus Day, a holiday first observed by the Tammany Society, is officially celebrated in the USA in which month?
",October,June,January,October,July
494,"Who was the first European to reach the American shores several centuries before the first voyage of Columbus?
",Leifr EirÃ­ksson,Marco Polo,Ferdinand Magellan,Francisco Pizarro,Leifr EirÃ­ksson
495,"The Leigh Light named after its inventor Humphry de Verde Leigh, is a type of what British military device from World War II?
",Anti-submarine device,Anti-aircraft device,Antiradar device,Anti-submarine device,Anti-tank device
496,"The diesel engine is named after Rudolf Diesel, an inventor of what nationality?
",German,American,French,German,Italian
497,"George Washington Gale Ferris, Jr. constructed the modern version of the Ferris wheel in 1893 for what major world exposition?
","Worlds Columbian Exposition, Chicago, Illinois 1893",California Pacific International Exposition 1893,"Exposition Universelle, Paris 1893",Lewis  Clark Centennial Exposition 1893,"Worlds Columbian Exposition, Chicago, Illinois 1893"
498,"The zeppelin took the name of German nobleman Ferdinand von Zeppelin who bore what title?
",Count,Count,Lord,Baron,Duke
499,"Which of these popular food names derives from its inventors title?
",Sandwich,Salad,Panino,Sandwich,Burger
500,"The meringue dessert Pavlova is named after the famous Russian Anna Pavlova. What was Pavlovas occupation?
",Ballet dancer,Writer,Ballet dancer,Artist,Chemist
501,"The popular mechanical puzzle Rubiks Cube, designed by Hungarian sculptor and professor of architecture ErnÅ‘ Rubik, comes in four different versions depending on the number of its squares. In the standard 3Ã—3Ã—3 version what is the total number of visible cube faces?
",54,72,54,27,36
502,"The Richter magnitude scale, named after American seismologist Charles Richter, is used to quantify the size of an earthquake. What is the highest number in the scale?
",10,10,9,11,12
503,"The Morse code, named after one of its inventors, Samuel Morse, is a method for transmitting information using short and long marks - dots and dashes. In the international Morse code standards, the pause between two words equals what?
",5 dots,5 dots,2 dashes,a dash and a dot,3 dots
504,"The Braille system, devised in 1821 by Louis Braille, is a method of reading and writing used by blind people. In the Braille alphabet each letter is represented by the so-called Braille cell, which is a grid of up to how many raised dots?
",6,6,12,7,9
505,"Who was the first female child born to English parents in the United States?
",Virginia Dare,Virginia Dare,Virginia Poole,Virginia Recker,Virginia Adcock
506,"Who was the first American female writer whose works were published?
",Anne Bradstreet,Cassandra Harris,Anne Bradstreet,Kathaleen Ross,Francis Persell
507,"Who was the first professional woman artist in the United States?
",Henrietta Johnston,Henrietta Johnston,Frida Kahlo,Sylvia Vonderheid,Marianne Stokes
508,"Who was the first American woman to run a print shop?
",Anne Catherine Hoof Green,Rita Mae Greener,Alice B. Woodward,Henrietta Rae,Anne Catherine Hoof Green
509,"What woman appeared in the first ballet presented in the United States?
",Suzanne Vaillande,Angelina Ballerina,Suzanne Vaillande,Joan Miro,Wendy Burke
510,"Who established the first charitable organization for women in the United States?
",Anne Parrish,Anne Widducombe,Anne Parrish,Anne Bronte,Anne Coulter
511,"Who was the first woman to receive a patent?
",Mary Kies,Mary Knowles,Mary Kies,Marie Knoust,Marianne Krowles
512,"Who was the first native-born American woman to be canonized by the Roman Catholic Church?
",Elizabeth Ann Seton,Elizabeth Ann Seton,Frances Eugina Bailey,Christina Beverly Nichols,Margaret Elaine Lewis
513,"Who was the first female doctor in the United States?
",Elizabeth Blackwell,Elizabeth Blackwell,Claudia Martorell,Joanne Donovan,Mary Diederich
514,"Who was the first African American woman to become a physician in the United States?
",Rebecca Crumpler,Rebecca Nolan,Rebecca Cole,Rebecca Chaney,Rebecca Crumpler
515,"This child actor born in 1958 was one of the stars of the television show Family Affair.
",Anissa Jones,Rebecca Schaeffer,Judith Barsi,Anne Frank,Anissa Jones
516,"Joan of Arc was only 16 when she died.
",False,False,True,,
517,"Lady Jane Grey died in 1554 from typhoid fever.
",False,True,False,,
518,"This Russian Emperor died at the age of 14 ending the direct male descendants of the Romanov Dynasty.
",Peter II,Richard II,Peter II,Ivan V,Peter I
519,"This promising new star died in 1988. She starred in several television shows and movies in her short career. She was the voice of Ducky in The Land Before Time and the voice of Anne-Marie in All Dogs Go to Heaven. She also played Michael (Brody) and Carlas daughter in Jaws: The Revenge.
",Judith Barsi,Heather ORourke,Judith Barsi,Dana Plato,Helen Shaver
520,"This 7-year-old pilot trainee was attempting to become the youngest person to fly a plane across the United States when her plane went down.
",Jessica Dubroff,Jessica Dubroff,James Irving,Barrington Irving,Vicky van Meter
521,"On whose tombstone would you find this quotation taken from one of his most famous poems?
",ote the Raven,vermore!,Edgar Allan Poe,Edgar Allan Poe,W. E. Henly
522,"Known as  The Man of a 1,000 Voices , who has as his epitaph THATS ALL FOLKS! ?
",Mel Blanc,Mel Blanc,Walt Disney,Robert Crumb,Mel Brooks
523,"What sports legend has as his epitaph:
",/61,ainst All Odds,35-1985,Roger Maris,Henry Aaron
524,"On March 9, 1982 his friend led his funeral procession riding a motorcycle and  wearing a leather jacket and jeans.  Two days later at his memorial service this same friend played the Ventures song  2,000 Pound Bee  before 1,000 mourners at the Cathedral of St. John the Divine.  Whose epitaph reads  I May Be Gone But Rock And Roll Lives On?
",John Belushi,Phil Hartman,Andy Kaufman,Chris Farley,John Belushi
