,Questions,Correct,A,B,C,D
549,"This Florida State University center became a star NBA player after his pro coach sent him to play in NYCs Rucker Tournament. His unconventional behavior included sleeping on park benches. Who is this former cab driver?
",Dave Cowens,Dave Cowens,Nate Thurmond,George Mikan,Swede Holbrook
550,"Although â€œonlyâ€ 67 (2 m) tall he was the first of the great defensive players in the NBA. His college team won the NCAA championship. His pro team won many championships. Who is he?
",Bill Russell,Wilt Chamberlain,Nate Thurmond,George Mikan,Bill Russell
551,"Born in Lagos, Nigeria in 1963, this player led his team to two consecutive NBA crowns in 1994 and 1995. Who is he?
",Hakeem Olajuwon,Hakeem Olajuwon,Manute Bol,Mikebe Mitumbo,Dino Meneghin
552,"Margo Dydek broke the record for the tallest player to ever play in the WNBA. How tall is she?
",72 (2.18 m),74 (2.23 m),67 (2.00 m),69 (2.05 m),72 (2.18 m)
553,"This center went in the ABA directly out of high school. He later played 21 seasons in the NBA. He  played on a team with high scorer Rick Barry and later with Barrys son, Jon. Who is this player?
",Moses Malone,Robert Parish,Moses Malone,Nate Thurmond,Darryl Dawkins
554,"Gheorghe MureÅŸan, one of the tallest players to ever play in the NBA, was born in this country.
",Romania,Uganda,Nigeria,Romania,Sudan
555,"This great center was sometimes called The Howlerâ€ because he used to yell at opponents in order to ruin the shooters concentration. His other nickname is associated with his career between college and the NBA. Who is this three-time Olympian who once scored a quadruple double?
",David Robinson,Moses malone,David Robinson,Bill Walton,Wes Unseld
556,"After a great college career at Louisville, this center became the first star for the old Washington Bullets (now the Washington Wizards). He was less than 68 (2 m) tall but was noted for his great rebounding, picks and fabulous outlet passes. Who is this former NBA great?
",Wes Unseld,Wes Unseld,Wllis Reed,Nate Thurmond,David Robinson
557,"Which player was the center at UCLA when the Bruins won 88 straight games?
",Bill Walton,Bill Walton,Dave Cowens,Kareem Abdul-Jabbar (aka Lew Alcindor),Sidney Wicks
558,"Although originally drafted in the second round as a forward, this man took over the center spot for his only NBA team and led them to an NBA championship. He later coached at Creighton University. Who is this center who was nicknamed The Captainâ€ in the NBA?
",Willis Reed,Willis Reed,Nate Thurmond,Walter Dukes,Bill Lanier
559,"After a great college career at Bowling Green, this center played power forward for the Warriors because Wilt Cahmberlain played center. After Wilt was traded back to Philadelphia, he bloomed as a center. Who is this player who once pulled down 18 rebounds in one quarter?
",Nate Thurmond,Swede Holbrooke,Moses Malone,Willis Reed,Nate Thurmond
560,"The biggest race of 2006, the Daytona 500, was won by what racer?
",Jimmie Johnson,Jeff Gordon,Jeff Burton,Jimmie Johnson,Tony Stewart
561,"Which driver won the Golden Corral 500 on March 20, 2006 in Atlanta?
",Kasey Kahne,"Dale Earnhardt, Jr.",Ryan Newman,Kasey Kahne,Carl Edwards
562,"Which driver swept both races at Pocono in 2006, winning also both poles?
",Denny Hamlin,Clint Bowyer,"Martin Truex, Jr.",Denny Hamlin,J.J. Yeley
563,"In the USG Sheetrock 400, who claimed victory at the Chicagoland raceway in controversial fashion on July 9, 2006?
",Jeff Gordon,Jeff Gordon,Matt Kenseth,Tony Stewart,Kevin Harvick
564,"Who won the 2006 Pepsi 400 on July 1 and celebrated it by climbing a fence?
",Tony Stewart,Kurt Busch,Kyle Busch,Carl Edwards,Tony Stewart
565,"Only two drivers each got 6 poles in 2006. Kasey Kahne was one. Name the other.
",Kurt Busch,Kurt Busch,Ryan Newman,Scott Riggs,Jeff Burton
566,"May 6, 2006 saw a victory for this popular NASCAR driver in the Crown Royal 400 in Richmond.
","Dale Earnhardt, Jr.",Tony Stewart,Jimmie Johnson,Kasey Kahne,"Dale Earnhardt, Jr."
567,"Which driver swept both races at Phoenix in 2006?
",Kevin Harvick,Matt Kenseth,Jeff Gordon,Jeff Burton,Kevin Harvick
568,"Who won the Sharpie 500 in Bristol on August 26, 2006?
",Matt Kenseth,Kevin Harvick,Kyle Busch,Kurt Busch,Matt Kenseth
569,"In one of the more controversial wins of 2006 NASCAR, who picked up his first career cup win in Talledega on October 8 in the UAW-Ford 500?
",Brian Vickers,Denny Hamlin,Clint Bowyer,Brian Vickers,"Martin Truex, Jr."
570,"In 2003, this former football player became head coach at the University of Alabama, replacing Mike Price.
",Mike Shula,Mike Shula,Mike Bowden,Michael Gibbs,Mike Anderson
571,"Paul William Bear Bryant coached the University of Alabama football team.
",True,True,False,,
572,"Did John Heisman coach at Auburn University from 1895 until 1899?
",Yes,No,Yes,,
573,"Who was the head football coach at the University of Alabama after Harold Red Drew?
",JB Ears Whitworth,Wallace Wade,Gene Stallings,Frank Thomas,JB Ears Whitworth
574,"This former linebacker for the Dallas Cowboys played for the University of Alabama from 1960-1962.
",Lee Roy Jordan,Lee Roy Jordan,Terry Beasley,Herschel Walker,Pat Sullivan
575,"This former American football player, who played for the Atlanta Falcons and Washington Redskins, won the 1971 Heisman Trophy.
",Pat Sullivan,Pat Sullivan,Joe Cribbs,Jay Barker,Archie Manning
576,"In 1992, William Laird Cowher became head coach of the Pittsburgh Steelers, replacing Chuck Noll.
",True,True,False,,
577,"Did American football quarterback Peyton Manning play for the University of Tennessee?
",Yes,Yes,No,,
578,"In 1945 Bryant was named head coach at the University of Maryland.
",True,False,True,,
579,"A golfer who has done any one of these is no longer considered an amateur.  There is an odd one, however, which would not change your status of an amateur.
",Played along with professional players,Played golf for money,Received a trophey of significant monetary value,Taught golf for money,Played along with professional players
580,"One of the following statements is incorrect.
",A frequent result of short shots is that the ball comes to rest on difficult ground.,Long shots may reduce the total number of strokes for a given hole.,A frequent result of long shots is that the ball goes out of bounds.,A frequent result of short shots is that the ball comes to rest on difficult ground.,Long shots are less precise than short ones.
581,"All manufactured golf clubs are for right-handed golfers.
",False,False,True,,
582,"Is golf always relaxing to play?
",No,No,Yes,,
583,"There are four major types of golf clubs. Which of the following pairs (club type - common shot) is wrong?
",Lob Wedges - Low shots,Woods - Long shots,Putters - Shots on the green,Lob Wedges - Low shots,Irons - Precise shots
584,"The majors for men are this many in number.
",4,6,5,7,4
585,"I started playing for the national team of Brazil in 1999 and I joined the Barcelona soccer team in 2003? 
",o am I?,Ronaldhino,David Beckham,Zidane,Jaime Moreno
586,"My real name is Edson Arantes do Nascimento and I scored 77 goals in 92 appearances with my national team. Who am I?
",Pele,Zidane,None of these,Pele,Lucio
587,"I played for the national team of West Germany from 1965-1977. I went on to become national team manager and led our team to the World Cup finals in 1990 and 1986. Who am I?
",Franz Beckenbauer,Johan Cruyff,Franz Beckenbauer,Ruud Gullit,Marco Van Basten
588,"In 2003, I joined the soccer club Real Madrid. Bend it like _______ is a movie title that makes reference to my name. Who am I?
",David Beckham,Alfredo Di Stefano,Zico,David Beckham,Ronaldo
589,"I have a move named after me and I was born on April 25, 1947. I played for the Ajax Juniors at 10. Who am I?
",Johan Cruyff,Babe Ruth,Landon Donovan,Johan Cruyff,Terrel Owens
590,"I was born on October 30th 1960 and in 1982 I was transferred to Barcelona for a record Â£5.000.000 as a transfer fee. Who am I?
",Diego Maradona,Diego Maradona,Alecko Eskandarian,Jaime Moreno,Julio Roberts
591,"I played for the French national team but I was ejected from the 2006 World Cup Final for headbutting an Italian player. Who am I?
",Zinedine Zidane,Terry Henry,None of these,David Trezeguet,Zinedine Zidane
592,"I was born crippled and the operation that let me walk left me with a distorted leg. Yet, I managed to win two World Cup titles. Who am I?
",Garrincha,Garrincha,Michael Platini,Stanley Mathews,Zico
593,"In 1965, I became the first British soccer player to be knighted. Who am I?
",Stanley Matthews,Jamaal Lewis,None of these,Stanley Matthews,Pele
594,"In 1990 I was sold to Juventus for Â£7,700,000. Not to mention I scored 24 goals in 40 games with Fiorentina. Who am I?
",Roberto Baggio,Alfredo Di Stefano,Eusebio,Zico,Roberto Baggio
595,"Eddie Mathews is the first Brave to play in Boston, Milwaukee, and Atlanta.
",True,True,False,,
596,"Hank Aaron wore uniform number 3 while he was a Braves player.
",False,True,False,,
597,"Warren Spahn was elected to the Hall of Fame by the Baseball Writers in 1973.
",True,True,False,,
598,"Ralph Garr never won a batting title while playing with the Braves.
",False,True,False,,
599,"Dale Murphy was a first round pick of the Atlanta Braves.
",True,True,False,,
600,"Phil Niekro was famous for throwing a knuckle ball pitch.
",True,True,False,,
601,"Tommie Aaron, who is Hank Aarons brother, played for the Braves.
",True,False,True,,
602,"Steve Avery played Center Field for the Braves during his career.
",False,True,False,,
603,"Johnny Logan was traded by the Milwaukee Braves to the Pittsburgh Pirates for Gino Cimoli on June 15, 1961.
",True,False,True,,
604,"Felipe Rojas Alou played with the Braves during his entire career  .
",False,False,True,,
605,"The three machines, introduced by Lou Albano in the mid-80s, featured three masked superstars. They were Axe, Andre the Giant, and who else?
",Blackjack Mulligan,Big John Studd,Sgt. Slaughter,Samoan Afa,Blackjack Mulligan
606,"Who did professional wrestler Roddy Piper not face on Saturday Nights Main Event in 1985 and 1986?
",Mr. T,The Iron Shiek,Mr. Wonderful,Bob Orton,Mr. T
607,"Saturday Nights Main Event aired on what network during the 80s and early 90s?
",NBC,TNT,NBC,CBS,ABC
608,"In what city did Andre the Giant defeat Hulk Hogan for the WWF title?
",Indianapolis,Detroit,Indianapolis,St. Paul,Boston
609,"Hulk Hogan once defended his WWF title on Saturday Nights Main Event against King Harley Race.
",False,False,True,,
610,"What former tag team partner of Tony Atlas inducted him into the WWE Hall of Fame?
",S.D. Jones,S.D. Jones,Chief Jay Strongbow,Hulk Hogan,Rocky Johnson
611,"The face (good guy) team in the main event of the 1988 Survivor Series consisted of Hulk Hogan, Randy Savage, Hillbilly Jim, Hercules, and what other wrestler?
",Koko B. Ware,Jake The Snake Roberts,Brutus Beefcake,Tito Santana,Koko B. Ware
612,"Each year the NFL gives an award for kickers which is named after this former NFL great.
",Lou Groza,Tommy OBrien,Elbert Dubinion,Lou Groza,Sammy Baugh
613,"For many years NFL placekickers would line-up directly in front of where the ball was placed. This  changed when soccer style placekickers entered the league. These two Hungarian-born brothers were the most significant of the early placekickers.
",The Gogolaks,The Gogolaks,The Grammaticas,The Guys,The Blandas
614,"Unlike most NFL players, this great kicker was born in Fenstud, Norway. In Super Bowl IV, he kicked three field goals. Who was this soccer-style kicker?
",Jan Stenerud,Morten Andersen,George Blanda,Jan Stenerud,Gary Anderson
615,"This Kentucky grad had a very long Pro Football career. He won games as a kicker and as a  quarterback. He originally played for the Chicago bears but also won fame playing for the Houston Oilers and the Oakland Raiders.
",George Blanda,Ray Guy,Jan Stenerud,George Blanda,Gary Anderson
616,"This placekicker started his career in 1982 with the New Orleans Saints. He was 46 when he re-signed with the Atlanta Falcons in 2006.
",Morten Andersen,Jay Feely,Jason Elam,Morten Andersen,Josh Brown
617,"This great kicker was a Danish soccer star as a teenager. He was a visiting high school student  in Indianapolis when he kicked a field goal, just to try it. This led to a scholarship to Michigan State and a  fine Pro career.
",Morten Andersen,Morten Andersen,Jan Stenerud,Gary Anderson,Jay Feely
618,"As most NFL fans know, this kicker was born without toes on his right foot.
",Tom Dempsey,Tom Dempsey,Josh Brown,Adam Vinatieri,George Blanda
619,"This famous player from South Dakota is the first placekicker to win four NFL championships.
",Adam Vinatieri,George Blanda,Gary Anderson,Adam Vinatieri,Tom Dempsey
620,"This quarterback played his college ball at Louisville and his pro ball for Philadelphia. In a game  against the Bears, he scored 15 points.
",David Akers,George Blanda,Adam Vinatierri,David Akers,Lou Groza
621,"Weeb Ewbank was the actual name of a famous American professional football coach.
",False,True,False,,
