,Questions,Correct,A,B,C,D
659,"Jay Garrick and Barry Allen played the same role as this super hero.
",The Flash,Iron Man,Batman,Captain America,The Flash
660,"Robin, Kid Flash, Speedy, Aqua Lad and Wonder Girl are found in which of these groups?
",The original 5 Teen Titans,The Metal Men,The original 5 Teen Titans,The Squadron Supreme,The original 5 X-Men
661,"Captain America was a hero of World War 2 in the 1960s. He wakes up from a frozen state on board a submarine. What group found him?
",The Avengers,Squadron Supreme,The Teen Titans,Justice league of America,The Avengers
662,"On what planet was the Silver Surfer born?
",Zen La,Zen La,Thanagar,Krypton,Mars
663,"Bruce Wayne (Batman) has a butler named Alfred. What is Alfreds nationality?
",English,Scottish,Irish,Swedish,English
664,"In this novel by Norman Mailer, a decorated war-hero and former congressman murders his wife and descends into the underworld of Manhattan jazz clubs and Mafia intrigue.
",An American Dream,An American Dream,The White negro,Naked Lunch,The Naked and the Dead
665,"This novel, set in Manhattan during the Wall Street boom of the late 1980s, is centered around the daily life of young investment banker Patrick Bateman.
",American Psycho,City of Dreams,American Psycho,The Long Day,The Rules of Attraction
666,"Some famous assassinations and assassination attempts have been associated with this novel, most of which is set in New York City.
",The Catcher in the Rye,A Clockwork Orange,Slaughterhouse Five,One Flew Over the Cuckoos Nest,The Catcher in the Rye
667,"This is Sylvia Plaths only novel, which was originally published under the pseudonym Victoria Lucas. The protagonists descent into mental illness parallels Plaths own experiences.
",The Bell Jar,Dying Inside,Annie on My Mind,The Bell Jar,The Dead and the Gone
668,"The ttitle character of this novel, set in the roaring 1920s, is a mysterious host of regular, extravagant parties. He has become an archetype of self-made Americans seeking to join high society.
",The Great Gatsby,The Age of Innoncence,The Glass Castle,The Great Gatsby,The Catcher in the Rye
669,"Name the author of the novels The Fountainhead and Atlas Shrugged, which are both set in New York City.
",Ayn Rand,Harper Lee,Edith Wharton,Sylvia Plath,Ayn Rand
670,"This literary work depicts Holly Golightly, a tenant in a brownstone apartment in Manhattan, who has become an American cultural icon.
",Breakfast at Tiffanys,Closing Time,Breakfast at Tiffanys,The Alienist,Motherless Brooklyn
671,"What 1994 novel by Joseph Heller is a sequel to the popular Catch-22?
",Closing Time,The Winter of Our Discontent,Something Happened,Closing Time,Fahrenheit 451
672,"The New York Trilogy, which consists of the novels City of Glass, Ghosts, and The Locked Room, is this authors signature work.
",Paul Auster,Paul Auster,Erica Jong,Philip Roth,Adam Langer
673,"This novel by Edith Wharton focuses on an upper-class couple whose impending marriage is threatened by the appearance of a woman plagued by scandal.
",The Age of Innocence,The History of Love,Extremely Loud and Incredibly Close,Women,The Age of Innocence
674,"What company uses the swoosh as its logo?
",Nike,Audi,Lego,Nike,Nerf
675,"The city of New York is composed of 5 boroughs.
",True,False,True,,
676,"Which of the following uncommon musical instruments does not contain strings?
",cuica,cuica,kutiyapi,bordonua,gayageum
677,"Which U.S. President declared June 14th as Flag Day?
",Woodrow Wilson,Zachary Taylor,Grover Cleveland,Millard Fillmore,Woodrow Wilson
678,"There are a total of 4 oceans in the world.
",False,True,False,,
679,"The character Nick Carraway is from which of the following novels?
",The Great Gatsby,Ulysses,Angels  Demons,The Last of the Mohicans,The Great Gatsby
680,"Which spice is from the mint family?
",oregano,oregano,paprika,chive,basil
681,"Approximately how long does it take the sun to reach the Earth?
",a little over 8 minutes,just under 23 minutes,10 - 12 minutes,4.3296 minutes,a little over 8 minutes
682,"The volcano known as Eyjafjallajokull is closest to what Icelandic City?
",Reykjavic,Fjaroabyggo,Reykjavic,Hafnarfjorour,Kopavogur
683,"He was King of the Franks from 768 and Emperor of the Romans from 800 to his death in 814. During his reign he expanded the Frankish kingdom into an empire.
",Charlemagne,Pepin the Short,Francis I,Charlemagne,Louis the Pious
684,"He was King of the Franks and co-Emperor with his father, Charlemagne.
",Louis the Pious,Pepin the Short,Louis the Pious,Lothair I,Philip I
685,"Known as the Sun King, his 72-year-reign is the longest in European history.
",Louis XIV,Louis Napoleon Bonaparte,Louis XII,Louis XIV,Charles V
686,"This King was largely influenced by his chief mistress, Madame de Pompadour. His decisions weakened the French treasury and discredited the absolute monarchy.
",Louis XV,Louis-Philippe,Louis XV,Jean I,Louis XIV
687,"This Bourbon King and his Prime Minister Cardinal Richelieu are described in Alexandre Dumas novel The Three Musketeers.
",Louis XIII,Henry IV,Louis XIII,Charles VIII,Philip II
688,"Her three sons, Francis II, Charles IX and Henry III reigned as Kings of France during the 16th century, in an age of almost constant civil and religious war.
",Catherine de Medici,Marie Antoinette,Margaret of France,Catherine de Medici,Marie de Medici
689,"Famous for her beauty and sense of style, as well as for her scandalous behavior, she married King Henry III of Navarre who finally became King Henri IV of France.
",Margaret of France,Marie Antoinette,Margaret of France,Catherine de Medici,Anne of Austria
690,"This Queen consort of France was noted for her political intrigues at the French court. Following the assassination of her husband King Henry IV of France, she acted as regent for her son, King Louis XIII of France, until he came of age.
",Marie de Medici,Marie de Medici,Marie Antoinette,Anne of Austria,Catherine de Medici
691,"He established the French civil code, which forbade privileges based on birth and allowed freedom of religion. He was quoted as saying My true glory is not to have won 40 battles...Waterloo will erase the memory of so many victories. ... But...what will live forever, is my Civil Code.
",Napoleon Bonaparte,Louis XV,Louis XIV,Napoleon Bonaparte,Louis XVI
692,"He is the only King of France ever to be executed. His wife Marie Antoinette shared the same fate.
",Louis XVI,Louis-Philippe I,Louis XVI,Napoleon III,Henry IV
693,"Following this kings execution, the monarchy was abolished and a republic called the Commonwealth of England was declared.
",Charles I,Henry VIII,Charles II,Charles I,James I
694,"Who became King of England after the monarchy was restored in 1660?
",Charles II,Charles I,James II,Henry V,Charles II
695,"Besides his six marriages, this king is known for his role in the separation of the Church of England from the Roman Catholic Church.
",Henry VIII,Edward IV,William IV,Henry VIII,Henry VII
696,"He was the first monarch of the House of Tudor and last king of England to win his throne on the field of battle. He defeated his opponent Richard III in the Battle of Bosworth Field, the penultimate battle of the War of the Roses.
",Henry VII,Henry VII,Edward VI,Henry VIII,Richard V
697,"This King of England is featured in three Shakespearean plays. His military successes in the Hundred Years War culminated with his famous victory at the Battle of Agincourt.
",Henry V,Henry V,James I,Henry VI,Richard III
698,"He was King of England and disputed King of France. His bouts of insanity eventually required his wife, Margaret of Anjou, to assume control of his kingdom.
",Henry VI,Edward VI,Henry VIII,George I,Henry VI
699,"With a reign of 326 days, he was one of the shortest-reigning monarchs in British and Commonwealth history. He caused a constitutional crisis by proposing marriage to the American socialite Wallis Simpson.
",Edward VIII,William IV,Edward VIII,George VI,George V
700,"He became the first monarch of the House of Windsor, which he renamed from the House of Saxe-Coburg and Gotha due to anti-Germanic public feeling. he was the first British monarch to deliver a speech on the radio.
",George V,Edward VII,George VI,George V,Edward VIII
701,"He was the first British monarch of the House of Saxe-Coburg and Gotha. During the long reign of his mother, Queen Victoria, he came to personify the fashionable, leisured elite.
",Edward VII,Edward VII,George VI,William IV,George V
702,"This king succeeded his brother Edward assuming the regnal name George VI to emphasise continuity with his father. What was George VIs birth name?
",Albert,Albert,Louis,Philip,Alfred
703,"The song Ringo was the only ever #1 song by this singer in the year 1964.
",Lorne Greene,Pernell Roberts,Herb Alpert,Lorne Greene,Michael Landon
704,"This group was telling us, dont Rock the Boat, dont tip the boat over in the year 1974. This was the only ever #1 hit for this band.
",The Hues Corporation,The Hues Corporation,Bay City Rollers,Wild Cherry,Shirley  Company
705,"This singer was telling everybody to Rock Me Gently in the year 1974. This song was his only ever #1 hit in the United States.
",Andy Kim,Robert John,Terry Jacks,Mac Davis,Andy Kim
706,"The song Rhinestone Cowboy is considered by many as being just a terrible song from the 1970s but somehow it was a U.S. #1 for this singer in 1975.
",Glen Campbell,Willie Nelson,Jerry Reed,Roy Clark,Glen Campbell
707,"This singer had a #1 U.S hit in 1988 with the song Right Here Waiting.
",Richard Marx,Steve Winwood,Richard Marx,Paul Young,George Michael
708,"What Mexican dish is made with ground seasoned meat, packed in cornmeal dough, wrapped in corn husks and then steamed?
",Tamale,Tamale,Quesadilla,Enchilada,Taco
709,"Hour for Hour, which of these activities burns the most calories?
",rowing,walking,rowing,playing snooker,playing tennis
710,"The prime meridian passes through Australia.
",False,True,False,,
711,"Before changing his name to Muhammad Ali, the legendary boxer was known as Cassius Clay.  What was Cassius middle name?
",Marcellus,Ali,Marcellus,Jhamal,Muhammad
712,"A childs body temperature is usually slightly higher than an adults.
",True,False,True,,
713,"Before its name was changed, what was John F. Kennedy International Airport known as?
",Idlewild Airport,Stewart International Airport,Albany International Airport,Idlewild Airport,Westchester County Airport
714,"In what position is the hammer on the Soviet flag?
",Tilted to the left,Tilted to the right,Upright,Upside down,Tilted to the left
715,"What currency is used in Guatemala?
",Quetzal,Quetzal,Bolivar Fuerte,Guatemalan Dollar,Peso
716,"Phileas Fogg is the main fictional character in what famous novel?
",Around the World in Eighty Days,The Sound and the Fury,Ulysses,Around the World in Eighty Days,War and Peace
717,"Black caviar is made of sturgeon roe.  The eggs of what sturgeon are most highly valued?
",beluga,sterlet,kaluga,short-nosed sturgeon,beluga
718,"Descended from Viking raiders, he was the first Norman King of England, reigning from 1066 until his death in 1087.
",William I,William I,Henry I,Richard I,Robert I of Normandy
