,Questions,Correct,A,B,C,D
801,"This fictional villain, has a reputation of an honest man, but manipulates all people around him. He makes Othello believe that his wife is having an adulterous affair.
",Iago,Roderigo,Gratiano,Claudius,Iago
802,"This fictional evil and atrocious character, described by John Steinbeck, murders her own parents and ruthlessly uses people around her to serve her own needs.
",Cathy Trask,Mildred Rogers,Daisy Buchanon,Nora Barnacle,Cathy Trask
803,"On February 24, 1938 this actress, whose birth name was Frances Ethel Gumm, was given the role of Dorothy in the movie, The Wizard of Oz.
",Judy Garland,Shirley Temple,Judy Garland,Jean Harlow,Vivien Leigh
804,"In the movie, Wizard of Oz, Margaret Hamilton portrayed the Wicked Witch of the West. What was Margarets profession before she turned to acting?
",Schoolteacher,Schoolteacher,Comedian,Singer,Housewife
805,"In January 1938, MGM bought the rights to Lyman Frank Baums book, The Wonderful Wizard of Oz. Which of these directed the movie which was based on this book?
",All of these,King Vidor,Victor Flemming,All of these,Richard Thorpe
806,"What actor was originally chosen by the producer of Wizard of Oz, Mervyn LeRoy, to play the Tin Man, but he was later given the role of the Scarecrow?
",Ray Bolger,Ray Bolger,Jack Haley,Buddy Ebsen,Bert Lahr
807,"In the movie, The Wizard of Oz, Dorothy says to the supposedly brainless Scarecrow, I think Ill miss you most of all.
",True,True,False,,
808,"Actor Frank Morgan is best known for his roles in the movie, The Wizard of Oz. How many roles did he play in the movie?
",5,4,3,6,5
809,"In the 1939 movie, The wizard of Oz, the only lines of Meinhardt Raabe, who played the Coroner, were: 
"," coroner, I must aver ",thoroughly examined her ,d shes not only merely dead ,"es really, most sincerely dead!",True
810,"After the success of The Wizard of Oz, the Maternity Hospital in County Limerick, Ireland changed the name of its association from St. Munchin to The Munchkins Maternity Hospital.
",True,False,True,,
811,"If I only had a brain is a song to which the Scarecrow from The Wizard of Oz movie dances. The dance routine was too lengthy, but the producer decided that it wouldnt be cut from the film.
",False,False,True,,
812,"During the filming of The Wizard of Oz, actress Margaret Hamilton suffered severe burns during her fiery exit from the fictional Munchkinland.
",True,False,True,,
813,"The US postal code abbreviation of California is also the symbol of this chemical element in the periodic table.
",Calcium,Cadmium,Californium,Calcium,Carbon
814,"The symbol of this chemical element represents the US postal abbreviation for the state, which is home of the highest peak of the Rocky Mountains-  Mount Elbert
",Cobalt,Cobalt,Neptunium,Aluminium,Astatine
815,"The symbol of Manganese in the periodic table of elements is also the US Post Office abbreviation of this state.
",Minnesota,Mississippi,Massachusetts,Maine,Minnesota
816,"The second-lightest noble gas has symbol, which is the same as the US postal abbreviation of this state.
",Nebraska,Nebraska,Kansas,Delaware,Arizona
817,"The symbol of Meitnerium in the periodic table is Mt, which corresponds to the abbreviation of this US state.
",Montana,Montana,Michigan,Minnesota,Massachusetts
818,"SC is the US postal abbreviation of South Carolina as well as the symbol of this 21st element in the periodic table.
",Scandium,Cesium,Sulfur,Scandium,Silicon
819,"The US postal abbreviation of the Peach State is symbol of this chemical element.
",Gallium,Germanium,Francium,Gold,Gallium
820,"The chemical element named after the creator of the first periodic table, Dmitri Mendeleev happens to be a US post office abbreviation of a state.  Name the capital of the state.
",Annapolis,Annapolis,Indianapolis,Augusta,Lansing
821,"What is a wok?
",A pan used in Oriental cooking,A sieve used for draining fried foods,A fine fishing net used in tidal areas,A device used extensively by gold panners,A pan used in Oriental cooking
822,"What is the name of the large African antelope much hunted by lions?
",Gnu,Fey,Gnu,Ong,Ork
823,"What is the term used to describe an unscrupulous man in his dealings with women?
",Cad,Nit,Pip,Fop,Cad
824,"What does roe mean?
",Fish eggs,Fish eggs,Several items in a column,The sport of oaring,A cut of spring lamb
825,"What is a koi?
",A carp,A carp,A Yiddish expression of disgust,An Hawaiian food staple,A shy person
826,"Which of the following is a seed?
",Pip,Fop,Fen,Nit,Pip
827,"What term is used to describe a long scarf?
",Boa,Lul,Boa,Moa,Nib
828,"What is a fen?
",All of these,All of these,Swamp,Bog,Marsh
829,"What is a lei?
",Hawaiian wreath,A bomb fuse,Hawaiian wreath,A short rope used by cowboys,The past-perfect tense of lay
830,"What is the French word for king?
",Roi,Roi,Raj,Rex,Roy
831,"What does nil mean?
",Nothing,Fresh,Rotten,Nothing,Atheism
832,"What term is used to describe an uncouth person?
",Oaf,Oaf,Nit,Pip,Fop
833,"Roy Rogers, a famous American singer and cowboy actor, appeared in his movies accompanied by which horse?
",Trigger,Bullett,Trigger,Scout,Flicka
834,"The Western character Tonto, the famous sidekick of the Lone Ranger, had a horse called what?
",Scout,Scout,Kicker,Rowdy,Full Moon
835,"What is the name of the Lone Rangers white stallion?
",Silver,Slick,Whitey,Silver,Bambi
836,"Dale Evans from The Roy Rogers Show rode which buckskin horse?
",Buttermilk,Buttermilk,Crest,Buttercup,Cupid
837,"What was the name of the horse of Lucas McCain from The Rifleman?
",Razor,Razor,Strap,Coast,Jack
838,"The horse of Annie Oakley, a famous American sharpshooter, was known by what name?
",Target,Tailor,Razor,Chubs,Target
839,"In the TV production Gunsmoke, how was Matt Dillons horse called?
",Buck,Buck,Sugar,Jake,Festus
840,"Actor Gene Autry, also known as the Singing Cowboy, rode which horse in his movies in the 1930s?
",Champion,Champ,Champions,None of the above,Champion
841,"In CBS show Rawhide, Rowdy Yates, played by Clint Eastwood, rode which horse?
",Midnight,Buck,Traveler,Midnight,Sunset
842,"What was the name of the horse, ridden by Josh Randall in Wanted Dead or Alive?
",Ringo,Trigger,Ringo,Riley,Tripper
843,"What is the product, which Napoleons Uncle Rico tries to sell to Deb in the movie Napoleon Dynamite?
",Bust Must,Bust Must,None of these,Kist Mist,Preperation H
844,"What present does the movie character Napoleon Dynamite buy for Kip and LaFawndas wedding?
",Stallion,None of these,Stallion,House,Computer
845,"Does Pedro win the school election in the 2004 movie Napoleon Dynamite?
",Yes,Yes,No,,
846,"In the film Napoleon Dynamite, what does Pedro give to the blonde cheerleader, Summer Wheatly?
",a cake,a shirt,a dress,nothing,a cake
847,"Complete the words, which Napoleon Dynamite from the self-titled movie addresses to his older brother Kip: Well, will you do me a favor then? Can you bring me my .....................?.
",chapstick,socks,chapstick,phone,toe warmers
848,"What does the movie character Napoleon Dynamite intend to wear at the school dance?
",silk shirt,his gym uniform,silk shirt,sweater vest,3 piece suit
849,"What is Napoleons grandmothers pet in the 2004 movie Napoleon dynamite?
",Llama,Pig,Chicken,Llama,Rooster
850,"What is the name of Napoleons grandmothers pet in the movie Napoleon Dynamite?
",Tina,Mootang,Tina,Fredry,Mr. Pig
851,"What is the last name of Pedro, the Napoleon Dynamite character portrayed by Efren Ramirez?
",Sanchez,Sisco,Rodriguez,None of these,Sanchez
852,"Where does Kip meet his future wife LaFawnda in the film Napoleon Dynamite?
",On the Internet,On the Internet,In the park,In a bookshop,None of these
853,"Is it true that Napoleon Dynamite, the protagonist of the self-titled movie, is the school secretary?
",No,No,Yes,,
854,"Actor Jon Heder portrays which Napoleon Dynamite character?
",Napoleon,Uncle Rico,Kip,Napoleon,None of these
855,"The last scene of the movie Napoleon Dynamite shows Napoleon and his girlfriend playing tetherball.
",False,True,False,,
856,"What animal gets shot in the film Napoleon Dynamite?
",a cow,a chicken,None of these,a pig,a cow
857,"Which of the following characters from the Harry Potter series is not an Animagus?
",Remus Lupin,Minerva McGonagall,James Potter,Remus Lupin,Sirius Black
858,"Which of the following Slytherin boys from the Harry Potter series does not have a father confirmed to be a Death Eater?
",Blaise Zabini,Vincent Crabbe,Theodore Nott,Draco Malfoy,Blaise Zabini
859,"Which of the following minor characters from the Harry Potter series is not a ghost but another type of spirit?
",Peeves,Professor Binns,Peeves,Moaning Myrtle,Nearly Headless Nick
860,"Which of the following characters from the Harry Potter series has never personally taught Defense Against the Dark Arts at Hogwarts?
",Mad-Eye Moody,Dolores Umbridge,Severus Snape,Mad-Eye Moody,Remus Lupin
861,"Which of the following Weasleys from the Harry Potter series did not play Quidditch for the Gryffindor house team?
",Percy Weasley,Percy Weasley,Ginny Weasley,George Weasley,Fred Weasley
862,"Which of these characters from the Harry Potter series is not a direct ancestor of Tom Marvolo Riddle, AKA Lord Voldemort?
",Hepzibah Smith,Salazar Slytherin,Hepzibah Smith,"Tom Riddle, Sr.",Marvolo Gaunt
863,"Which of the following characters, featured in the Harry Potter series, is not related by blood to Sirius, who is a member of the pure-blood family the Blacks?
",Lucius Malfoy,Lucius Malfoy,Draco Malfoy,Nymphadora Tonks,Bellatrix Lestrange
864,"In the Harry Potter series, wizards and witches are often categorized according to the magical abilities of their parents (i.e. Pure-Blood, Half-Blood, Muggle-Born).  Which of the following characters is not a Half-Blood (i.e. one magical parent, one non-magical parent)?
",Arthur Weasley,Severus Snape,Seamus Finnegan,Reubeus Hagrid,Arthur Weasley
865,"Which of the following characters from the Harry Potter series never served as headmaster or headmistress of Hogwarts School?
",Cornelius Fudge,Armando Dippet,Dolores Umbridge,Phineas Nigellus Black,Cornelius Fudge
866,"In the Harry Potter series, the teaching staff at Hogwarts School is rather small, with only one teacher for each subject, with a few substitutes and other miscellaneous staff.  Which of the following pairings of a teacher and a subject is incorrect?
",Professor Slughorn-Defense Against The Dark Arts,Professor Slughorn-Defense Against The Dark Arts,Professor Vector-Arithmancy,Professor Sinistra-Astronomy,Professor Flitwick-Charms
867,"Teenage love in the Harry Potter series becomes a major theme in books 4-6.  Which of the following romantic pairings never existed?
",Cho Chang  Roger Davies,Dean Thomas  Ginny Weasley,Michael Corner  Ginny Weasley,Cho Chang  Michael Corner,Cho Chang  Roger Davies
868,"In Harry Potter and the Order of the Phoenix, Harry and his friends form a secret group known as Dumbledores Army (DA)  when they are forced to teach themselves Defense Against the Dark Arts.  Which of the following students was not a member of the DA?
",Jack Sloper,Michael Corner,Jack Sloper,Colin Creevey,Marietta Edgecombe
869,"Which of the following characters in the Harry Potter series was never employed by the Ministry of Magic, that works to regulate the magical world in Britain?
",Gilderoy Lockhart,Percy Weasley,Gilderoy Lockhart,"Barty Crouch, Sr.",Kingsley Shacklebolt
870,"Which of the following creatures, depicted in the Harry Potter series, is not matched correctly with the type of beast he/she is?
",Firenze - Phoenix,Dobby - House Elf,Firenze - Phoenix,Buckbeak - Hippogriff,Hedwig - Owl
871,"Which of the following characters from the Harry Potter series was not killed by Lord Voldemort or his Death Eaters?
",Frank Longbottom,Bertha Jorkins,Frank Longbottom,Cedric Diggory,Lily Potter
872,"TV character Jeff Miller had a dog named Lassie.
",True,False,True,,
873,"Timmy Martin is a TV character who had a dog named Lassie.
",True,True,False,,
874,"Singing cowboy Roy Rogers had a horse named Trigger.
",True,True,False,,
875,"Al Bundy from the television series Married... with Children owned a dog named Buck.
",True,True,False,,
876,"Cindy, Marcia, and Jan Brady were the proud owners of Fluffy the cat.
",True,True,False,,
877,"Johnny Quest from the self-titled cartoon had a dog named Patch.
",False,True,False,,
878,"Fictional architect Wilbur Post, played by Alan Young, had a cow named Ed.
",False,True,False,,
879,"The Singing Cowboy, Gene Autry had a horse he called Champion.
",True,True,False,,
880,"Matt Dillon from the show Gunsmoke had a horse he called Buck.
",True,True,False,,
881,"TV characters Sandy and Bud Ricks had a dolphin named Snorkel.
",False,True,False,,
882,"What year did the TV show The Addams Family appear on TV?
",1964,1964,1966,1967,1965
883,"In the TV series The Addams Family, what language does Morticia speak that drives Gomez crazy?
",French,Spanish,English,French,German
884,"Which two characters did Ted Cassidy portray On The Addams Family TV show?
",Lurch and Thing,Cousin Itt and Lurch,Cousin Itt and Thing,Pugsley and Thing,Lurch and Thing
