,Questions,Correct,A,B,C,D
409,"In his 1940 novel For Whom the Bell Tolls, Ernest Hemingway tells the story of Robert Jordan, a U.S. guerrilla warrior serving in the Spanish Civil War. who is given the assignment to blow up a bridge near what Spanish city?
",Segovia,Segovia,Valencia,Madrid,Barcelona
410,"What Ernest Hemingway novel was published in 1950, following For Whom the Bell Tolls?
",Across the River and Into the Trees,Across the River and Into the Trees,The Sea When Young,The Garden of Eden,The Old Mean and the Sea
411,"The Old Man and the Sea brought Ernest Hemingway enormous success and earned him the Noble Prize in Literature in what year?
",1954,1953,1960,1954,1952
412,"This Ernest Hemingway book, published posthumously, tells the story of a bullfighter named Antonio Ordonez.
",The Dangerous Summer,Under Kilimanjaro,A Movable Feast,The Dangerous Summer,Islands in the Stream
413,"Ernest Hemingway belonged to this group of expatriate American writers, who lived in Paris from the end of World War I till the beginning of the Great Depression.
",The Lost Generation,The Lost Generation,The G.I. Generation,The Greatest Generation,The Missionary Generation
414,"The novel One Hundred Years of Solitude, written by Nobel Prize-winning author Gabriel GarcÃ­a MÃ¡rquez, was first published in Spanish. What nationality is MÃ¡rquez?
",Colombian,Mexican,Colombian,Chilean,Brazilian
415,"What dystopian novel is set in Oceania, an intercontinental super-state ruled by an enigmatic dictator?
",Nineteen Eighty-Four,Nine Tomorrows,Fahrenheit 451,Nineteen Eighty-Four,Twenty Thousand Leagues Under the Sea
416,"Name the author of the 19th century novels A Captain at Fifteen, Around the World in 80 Days and Twenty Thousand Leagues Under the Sea.
",Jules Verne,Jules Verne,Arthur C. Clarke,Ray Bradbury,Isaac Asimov
417,"Which of the following novels by Agatha Christie features Belgian detective Hercule Poirot?
",All of these,Five Little Pigs,Murder in Three Acts,All of these,"One, Two, Buckle My Shoe"
418,"This post-World War II satirist wrote a popular anti-war novel, whose title has become a commonly used idiomatic phrase, referring to a a no-win situation or a double bind.
",Joseph Heller,Kurt Vonnegut,Ray Bradbury,George Orwell,Joseph Heller
419,"Which one of the main characters, depicted by Alexandre Dumas in The Three Musketeers, has a mysterious past connecting him  with Milady de Winter, the female antagonist of the novel?
",Athos,dArtagnan,Athos,Portos,Aramis
420,"The title of Ken Keseys novel One Flew Over the Cuckoos Nest is derived from which of the following?
",a nursery rhyme,a country ballad,a nursery rhyme,a Shakespearean play,a short story by a friend of Keseys
421,"What post-modern novel, following the experiences of Billy Pilgrim, contains the prayer, God grant me the serenity to accept the things I cannot change, the courage to change the things that I can, and the wisdom to know the differenceâ€?
",Slaughterhouse-Five,Slaughterhouse-Five,Fahrenheit 451,Catch-22,Nineteen Nineteen
422,"What is the name of the fictional submarine, commanded by Captain Nemo, in the novel Twenty Thousand Leagues Under the Sea?
",Nautilus,Gotengo,Thundersub,Nautilus,Subatilus
423,"What does the number 451 in the title of Ray Bradburys novel Fahrenheit 451 refer to?
",the temperature at which books burn,the temperature at which forests will burn,the temperature required to melt glass,None of these,the temperature at which books burn
424,"This novel by Nevil Shute is set in the future after WWIII. Due to the nuclear fallout, only land in the southern hemisphere is inhabitable.
",On the Beach,The Rainbow and the Rose,On the Beach,Ruined City,The Shadowlands
425,"In 1946 this author received the Nobel Prize in Literature. He was born in WÃ¼rttemberg, Germany to a Christian missionary family that worked in India. He is best known for his novel Steppenwolf.
",Hermann Hesse,Theodor Mommsen,Heinrich BÃ¶ll,Hermann Hesse,John Kay
426,"Author Gabriel GarcÃ­a MÃ¡rquez stresses in this 1985 novel that love-sickness is a literal disease causing pain and other physical symptoms.
",Love in the Time of Cholera,Love in the Time of Cholera,Of Love and Other Demons,Walking with Liberty,One Hundred Years of Solitude
427,"Originally written in French, this 1949 Samuel Beckett play is about Vladimir and Estragon who expect a man, they barely know, to arrive.
",Waiting for Godot,Imaginary Friends,A Portrait of the Artist as a Young Man,Endgame,Waiting for Godot
428,"Published in 1963, The Bell Jar is this poets only novel. It was published under the pseudonym Victoria Lucas.
",Sylvia Plath,Esther Greenwood,Sylvia Plath,Assia Wevill,W. D. Snodgrass
429,"In Nathanial Hawthornes The House of the Seven Gables, the destitute Hepzibah Pyncheon lives in the house and supports her brother, Clifford, who has just been released from jail. Why was he in jail?
",Murder,Murder,Burglary,Kidnapping,Adultary
430,"This 1857 collection of poems by Charles Baudelaire caused him to be convicted in France of offending the morals of the time, resulting in fines and the banning of 6 of the poems.
",The Flowers of Evil,Confessions of an English Opium-Eater,The Flowers of Evil,To the Reader,Artificial Paradises
431,"Who wrote the poem Childe Roland to the Dark Tower Came that inspired Stephen King to write the first novel in The Drak Tower series?
",Robert Browning,Robert Browning,William Shakespeare,Bram Stoker,WB Yeats
432,"Stephen Kings novel The Gunslinger was written in five parts and published individually in which of the following?
",The Magazine of Fantasy and Science Fiction,Weird Tales,Playboy,Realms of Fantasy,The Magazine of Fantasy and Science Fiction
433,"How long did it take Stephen King to complete the novel The Dark Tower I: The Gunslinger?
",12 years,5 years,12 years,3 years,10 years
434,"How does the book The Gunslinger by Stephen King begin?
","The man in black fled across the desert, and the gunslinger followed.",The Tower was the first thing Roland thought of when he woke and the last he thought of before sleep.,"The man in black fled across the desert, and the gunslinger followed.","The gunslinger sighted, cocked the pistol and prepared to kill the man in black.","Roland looked up, the man in black was silhouetted against the sun."
435,"In a saloon, the gunslinger from Stephen Kings self-titled novel hears a crowd singing what tune that is well known in our world?
",Hey Jude,Rock Around the Clock,Oh My Darlin Clementine,Gimme Shelter,Hey Jude
436,"In the Novel The Gunslinger, the gunslinger meets a boy called Jake. What is Jakes actual name?
",John Chambers,Jack Mort,John Chambers,Jake Delgado,Juan Derer
437,"What are Jakes final words to Roland in the novel The Gunslinger?
","Go then, there are other worlds than these.",How come I cant have a gun?,"Well met, Sir",I have forgotten the face of my father,"Go then, there are other worlds than these."
438,"In the book The Gunslinger, a gas-pump is found in a tunnel under a mountain and is worshipped as a god. What is the gods name?
",Amoco,Amoco,Texaco,Opec,Elf
439,"Where does Roland first meet Jake in the novel The Gunslinger?
",An abandoned way station,An abandoned diner,An abandoned hospital,An abandoned way station,An abandoned railway station
440,"When Stephen King began to write The Gunslinger, he typed it on bright green paper.
",True,True,False,,
441,"What was Mark Twains birth name?
",Samuel L. Clemens,Booth Tarkington,Samuel Rogers Clinton,George F. Scott Harrison,Samuel L. Clemens
442,"Where was Mark Twain born and where did he die?
",Missouri and Connecticut,Connecticut and Missouri,Missouri and Connecticut,Missouri and Mississippi,Mississippi and Connecticut
443,"What was the name of Mark Twains wife?
",Olivia,Amelia,Josephine,Olivia,Amy
444,"At the height of his popularity, Mark Twain built one of the oddest and most elaborate homes at that time.  In which eastern city was ythe nineteen-room mansion built?
","Hartford, Connecticut","Hartford, Connecticut","Elmira, New York","Boston, Massachusetts","Newport, Rhode Island"
445,"It is generally accepted that the Mark Twain House was designed to resemble which of these?
",a Mississippi riverboat,a tower,a medieval castle,a Gothic cathedral,a Mississippi riverboat
446,"How many children did Mark Twain and his wife have?
",3 daughters and one son,3 daughters and one son,4 sons,2 sons and 2 daughters,5 daughters
447,"How many of Mark Twains children outlived him?
",one,three,one,none,two
448,"What was Mark Twains opinion about slavery?
",He was adamantly against it.,"Being a southerner, he saw no evil in it.",He believed it was a necessary evil,He kept his true feelings on the subject to himself.,He was adamantly against it.
449,"What were Mark Twains favourite animals?
",Cats,Horses,Cats,Birds,Dogs
450,"Mark Twain made several costly investment mistakes in his lifetime, and even had to declare bankruptcy.  What was the invention in which he refused to invest?
",The Telephone,The automobile,Gold mining in California,The Paige typesetting machine,The Telephone
451,"What spell summons an item to the spell caster in the Harry Potter books?
",Accio,Anapneo,Accio,Aguamenti,Aparecium
452,"Which spell is used in the Harry Potter novels to unlock a door?
",Alohomora,Avada Kedavra,Homenum Revelio,Avis,Alohomora
453,"This charm helps some Harry Potter characters to breathe underwater or just to block out a bad smell.
",Bubble-Head Charm,Bubble-Head Charm,Colloportus,Anapneo,Aguamenti
454,"In the Harry Potter series of books, this spell places enormous pressure upon its target and blasts a hole.
",Deprimo,Deletrius,Deprimo,Defodio,Descendo
455,"This spell from the Harry Potter books causes objects to swell in size.
",Engorgio,Ennervate,Engorgio,Growth Charm,Enlargement Charm
456,"In the Harry Potter series of novels, this charm produces bandages and splints.
",Ferula,Ferula,Tergeo,Furnunculus,Flesh Memory
457,"What spell is used in the Harry Potter books to produce fire?
",Incendio,Fire Charm,Flagrate,Incarcerous,Incendio
458,"In the Harry Potter books this spell creates a beam of light.
",Lumos,Illumino,Nox,Muffliato,Lumos
459,"This spell was used by Hermione to create an exact replica of an object.
",Geminio,Geminio,The Twin curse,Confundus Charm,Reparo
460,"This fun little charm from the Harry Potter series produces a lovely bouquet of flowers.
",Orchideous,Confringo,Densaugeo,Petuniatum,Orchideous
461,"Entertainment Weeklys choice for the # 1book on the List of New Classics was the story of a father and son who trudge across an ashen American landscape in the wake of  some unnamed apocalypse, fighting off sexually predatory bandits, scavenging for food, uncovering charnel-house horror but always moving forward toward some mirage of a better future. What is the name of this post-apocalyptic novel by Cormac McCarthy?
",The Road,There Will Be Blood,No Country for Young Men,The Road,All the Pretty Horses
