,Questions,Correct,A,B,C,D
573,"What caused the Queen of the Sea train disaster which killed 1700 passengers?
",After the 2004 Earthquake and subsequent Tsunami this train was washed away from a Srilankan coastal track.,"Two trains collided on the Tokaido Main Line in Yokohama, Japan.",After the 2004 Earthquake and subsequent Tsunami this train was washed away from a Srilankan coastal track.,The brakes on an overfilled troop train returning from the front in 1917could not take the weight of the many wagons.,"A cyclone hit the train in Bihar, India, while it was crossing a bridge. It derailed and plunged into the river below."
574,"General Ishii Shiros name is often connected with his experiments with germs and bio-weapons. Which one of the following is the correct name of the headquarters of the Japanese Biological Warfare Unit 731 during World War II?
",Pingfan,Pangfen,Pingfen,Pingfan,Pangfan
575,"General Dwight Eisenhower headed an operation whose aim was to gain control of Morocco and Algiers. What was the name of the operation?
",Operation Torch,Operation Torchlight,Operation Torch,Operation Lantern,Operation Cresset
576,"Hitler promoted General Friedrich Paulus in February 1943, in an attempt to lift his spirits. What was his promotion?
",Field Marshal,Senior Marshal,Senior Field Marshal,Field Marshal,Marshal
577,"General Erwin Rommel led German forces during World War II. Which of the following countries was his battlefield?
",All of these countries,Libya,All of these countries,France,Poland
578,"The following words belong to which famous World War II general: Crete was the grave of the German parachutists.â€?
",General Kurt Student,General Henri Giraud,General Friedrich Paulus,General Kurt Student,General Erwin Rommel
579,"General Jacques Leclercs division received the surrender of the German forces at the Gare Montparnasse and liberated Paris on what date?
",25 August 1944,25 August 1944,11 August 1944,19 August 1944,15 August 1944
580,"Which of the following names is a name of a French general during World War II?
",Henri Giraud,Henri Giraud,Arnaud Giraud,Jean Giraud,Oliver Giraud
581,"The Army Corps of Polish general Franciszek Kleeberg, that was named Samodzielna Grupa Operacyjna Polesie, capitulated after the Battle of Kock. What is the exact date of this event?
","6 October, 1939","6 November, 1940","6 October, 1939","16 October, 1939","26 October, 1941"
582,"In 1943, General Friedrich Paulus was in charge of the German forces in which area?
",Caucasus,Egypt,Caucasus,the Netherlands,Paris
583,"US General Patton, leader of the Third Army was famous for which of the following?
",his reckless sense of humour,his battle diaries,his peevish temper,his war journals,his reckless sense of humour
584,"Which of the following combinations (astronaut - spacecraft - launch date - landing site) correctly presents the voyage of the first man to travel in space?
",Yuri Gagarin - Vostok 1 - 1961 - Kazakhstan,Yuri Gagarin - Vostok 6 - 1961 - Karaganda region,Gherman Titov - Vostok 1 - 1962 - Karaganda region,Yuri Gagarin - Vostok 1 - 1961 - Kazakhstan,Gherman Titov - Vostok 6 - 1962 - Kazakhstan
585,"Valentina Tereshkova was the first woman to fly in space. Her mission took place on June 16, 1963. How long was her flight?
","2 days, 22 hours, 50 minutes","3 days, 11 hours, 50 minutes","4 days, 22 hours, 10 minutes","1 days, 22 hours, 50 minutes","2 days, 22 hours, 50 minutes"
586,"The  first space tourist was this businessman.
",Dennis Tito,Toyohiro Akiyama,Mark Shuttleworth,Dennis Tito,Lance Bass
587,"The first animal launched into space was one of these.
",Mouse,Monkey,Mouse,Guinea pig,Dog
588,"How many miles represent a light year?
",Nearly six trillion,Nearly six trillion,Nearly six million,Nearly two trillion,Nearly two million
589,"The roots of the word knight are connected to cniht, an Old English word meaning this.
",Page boy,Hangman,Stable-lad,Page boy,Prison-breaker
590,"Name the tax, which knights had to pay in order to avoid going to war.
",The tax of scutage,The tax of scutage,The tax of war,The tax of freedom,The tax of chivalry
591,"Pas dArmes was a tournament, in which knights were dared to fight.  If knights refused to fight, they had to leave this behind as a sign of humiliation.
",Spurs,Spurs,Helmet,Clothes,Horse
592,"Originally, any knight could bestow knighthood on a man.
",True,True,False,,
593,"Don Quixote de la Mancha is a fictional knight from the self-titled novel, written by this author.
",Miguel de Cervantes,Dante Alighieri,Giuseppe Tomasi di Lampedusa,Arthur Conan Doyle,Miguel de Cervantes
594,"Ritter is a title similar to that of a Knight, used in this country.
",Germany,Poland,Germany,Bulgaria,France
595,"By the end of the 13th century, knights were required to swear allegiance.
",True,False,True,,
596,"The legends of King Arthur and the Round Table are some of the most famous tales about knights. Who was the head of the table?
",Nobody,Lancelot,Nobody,Merlin,Arthur
597,"In order to become a knight nowadays, you would have to be given the title in royal recognition, or to belong to an order. In the UK the knight is styled Sir and the female -- this.
",Dame,Dame,Lady,Knightess,Baroness
598,"What was the French governmental structure until the French Revolution?
",Absolute monarchy,Dictatorship,Constitutional monarchy,Absolute monarchy,Republic
599,"In the Crimean War, France, the United Kingdom, the Kingdom of Sardinia, and the Ottoman Empire fought against what country?
",Imperial Russia,Kingdom of Prussia,Hapsburg Empire,Kingdom of Italy,Imperial Russia
600,"What term refers to the competition between Britain, France and Germany over African territory between the 1880s and the beginning of World War I in 1914?
",The Scramble for Africa,The African War,Franco-Prussian War,The Scramble for Africa,New Imperialism
601,"What state succeeded the Austrian Empire in 1867?
",Austria-Hungary,Austria-Hungary,German Confederation,Archduchy of Austria,First Austrian Republic
602,"Who was the first wife of NapolÃ©on Bonaparte and the first Empress of the French?
",JosÃ©phine de Beauharnais,Marie Louise of Austria,Louise Catherine ElÃ©onore Denuelle de la Plaigne,JosÃ©phine de Beauharnais,"Marie, Countess Walewski"
603,"Where was Napoleon finally defeated on June 18, 1815?
",Waterloo,Aspern-Essling,Waterloo,Niemen River,Moscow
604,"The First Word War began after the assassination of what European royal heir?
",Archduke Franz Ferdinand of Austria,Archduke Karl Ludwig of Austria,Archduke Franz Ferdinand of Austria,"Maximilian, Duke of Hohenberg,",Prince Ernst von Hohenberg
605,"Name the last Tsar of Russia, who abdicated after the February Revolution of 1917.
",Nicholas II of Russia,Alexander III of Russia,Nicholas II of Russia,Nicholas I,Alexander I
606,"This organization, established in Paris, 1951, was the predecessor of the European Union.
",European Coal and Steel Community,European Economic Community,European Atomic Energy Community,European Defence Community,European Coal and Steel Community
607,"The Treaty on European Union, that proclaims the creation of the European Union, was signed on February 7, 1992 in this city.
",Maastricht,Belfast,Geneva,Paris,Maastricht
608,"Men were first to wear jewels.  They considered them to be this.
",Amulets,A part of their uniform,Barometers,Objects of womens desire,Amulets
609,"The tradition of engagement rings was started by Maximilian of Austria. He gave one such ring to her.
",Mary of Burgundy,Mary Queen of Scots,Bloody Mary,Marie-Antoinette,Mary of Burgundy
610,"This type of pattern is common in traditional Chinese womens clothing.
",Peony,Horse,Peony,Rose,Star
611,"She popularized the mini.
",Mary Quant,Marilyn Monroe,Twiggy,Mary Quant,Marie Brizzard
612,"This type of female figure was fashionable in the 20s.
",Masculine,Voluptuous,Coca-cola,Masculine,Nude
613,"The Marcel Wave is one of these.
",A hair style,A fashionable way to shake you head,A hair style,A way to fold your skirt,A type of hat
614,"This is a kind of body adornment that Indian women use. It became popular in many countries after Madonna adopted it.
",Bindi,Bindi,Tattoo,Eyebrow shaping,Skin jeweller
615,"He created Chanel No. 5 for Coco Chanel.
",Ernest Beaux,Ernest Beaux,Ralph Lauren,Yves Saint Laurent,Jean Patou
616,"The first traces of womens underwear were found on this island.
",Crete,Australia,Wales,Madagascar,Crete
617,"The first bra was announced in this fashion magazine.
",Vogue,Vogue,Glamour,Marie Claire,Elle
618,"What city became the capital after the unification of Germany in 1990?
",Berlin,Bonn,Berlin,Bremen,Dresden
619,"In 1990 the new NC-17 replaced the X movie rating. What does NC stand for?
",No Children,Need Consideration,Non Conforming,No Children,Need Confirmation
620,"What nation, subject of the 1994 Operation Uphold Democracy, is the only nation whose independence was gained as part of a successful slave rebellion?
",Haiti,Haiti,Gabon,Barbados,Nigeria
621,"In 1996 President Clinton was re-elected as the first two-term Democrat since what former US President?
",Franklin Roosevelt,Dwight D. Eisenhower,Jimmy Carter,Franklin Roosevelt,Ronald Reagan
622,"In 1996, TWA Flight 800 exploded and crashed into the Atlantic Ocean shortly after take off, killing all 230 aboard.  The flight was bound from New York to what popular European destination?
",Paris,Paris,Vienna,Athens,London
623,"Which country transferred sovereignty of Hong Kong to China in 1997?
",Great Britain,Japan,France,USA,Great Britain
624,"The first cloned mammal, Dolly, was named after country singer Dolly Parton.  Why?
",Dolly Parton is famously busty,Dolly Parton had just released a single named Dolly,Dolly Parton is famously busty,Dolly Parton was an outspoken supporter of  stem cell research,Dolly Parton was the embryologists favorite singer
625,"In what movie does the protagonist call the police about the Watergate break-in, invent the smiley, and make millions on Apple Computer stock thinking he has invested in produce?
",Forrest Gump,Unforgiven,American Beauty,Forrest Gump,The English Patient
626,"What Mariah Carey and quartet Boyz II Men song remained at the top of the U.S. Billboard Hot 100 for 16 weeks?
",One Sweet Day,One Sweet Day,Hero,Without You,Dreamlover
627,"In 1994, which political party won the majority in the US congress for the first time in 40 years?
",Republican Party,Republican Party,Constitution Party,Democratic Party,Libertarian Party
628,"This was the first accident of its kind in the race for space. On 27 January 1967, the crew of this spacecraft (Virgil I. Gus Grissom, Edward H. White II and  Roger B. Chaffee) were performing a flight simulation on ground.   5:40, a communication failure suddenly occurred and the astronauts began working on it. Unexpectedly, at 6:31 PM, a fire broke out consuming all on-board. What was the name of the mission?
",Apollo 1,Apollo 1,Mercury 2,Gemini 1,Gemini 9
629,"This was the first space disaster in USSR as well as the first in-flight accident in the history of manned spaceflight. On 23 April 1967 Soyuz 1 was launched, carrying one astronaut. Shortly after, trouble began and Soyuz 1 was deorbited. Due to problems with the parachutes, the sole crew member was killed on his way back, his capsule hitting the ground at high velocity. What was the name of this astronaut?
",Vladimir Komarov,Valery Bykovsky,Vladimir Komarov,Aleksei Yeliseyev,Yuri Gagarin
630,"The death of Michael J. Adams on-board the X-15-3 rocket plane is internationally recognized as a spaceflight accident.
",False,False,True,,
